,Title,type,subway,check,score_Кухня,score_Интерьер,score_Сервис,votes,district
8732,Morane,Паб,Звездная,1100.0,0.0,0.0,0.0,2.0,distr_others
8733,MacNamara Pub,Паб,Проспект Ветеранов,960.0,0.0,0.0,0.0,1.0,distr_others
8735,Odds' Pub,Паб,Проспект Просвещения,900.0,0.0,0.0,0.0,1.0,distr_others
8736,Rock-pub,Паб,Пионерская,850.0,0.0,0.0,0.0,1.0,distr_others
8739,The Dublin Times Irish Pub,Паб,"Старая Деревня, Комендантский Проспект",500.0,0.0,0.0,0.0,4.0,distr_others
8740,Glory Pub,Паб,"Улица Дыбенко, Проспект Большевиков",1150.0,8.4,8.4,6.9,29.0,distr_others
8741,Hopkins,Паб,Электросила,600.0,0.0,0.0,0.0,1.0,distr_others
8743,Святой Патрик,Паб,"Маяковская, Площадь Восстания",1000.0,6.8,8.2,7.8,4.0,distr_others
8745,Foggy Dew,Паб,Электросила,1200.0,6.3,8.0,6.7,26.0,distr_others
8746,SoHaus,Паб,Новочеркасская,1150.0,0.0,0.0,0.0,1.0,distr_others
8747,Harat's Irish Pub,Паб,"Маяковская, Площадь Восстания",850.0,6.0,9.0,7.3,9.0,distr_others
8749,Tara Brooch,Паб,"Маяковская, Площадь Восстания",950.0,6.5,8.0,5.9,73.0,distr_others
8750,Шиллинг,Паб,"Садовая, Сенная Площадь, Спасская",1150.0,6.4,7.6,5.1,15.0,distr_others
8751,Кофелософия,Кофейня,"Сенная Площадь, Садовая, Спасская",200.0,8.7,7.1,9.0,8.0,distr_others
8756,"Знакомьтесь, Джо!",Кофейня,"Маяковская, Площадь Восстания",200.0,6.7,8.7,7.2,3.0,distr_others
8757,Mr. Black,Кофейня,"Сенная Площадь, Садовая, Спасская",200.0,7.2,8.2,7.2,7.0,distr_others
8768,Surf Coffee,Кофейня,"Сенная Площадь, Садовая, Спасская",200.0,8.1,8.6,8.4,17.0,distr_others
8770,Starbucks,Кофейня,"Маяковская, Площадь Восстания",550.0,5.7,4.7,6.6,14.0,distr_others
8771,Симона,Кофейня,"Садовая, Сенная Площадь, Спасская, Адмиралтейская",150.0,0.0,0.0,0.0,10.0,distr_others
8776,Шоко-Мокко,Кофейня,"Садовая, Сенная Площадь, Спасская",300.0,2.7,6.7,3.2,5.0,distr_others
8779,Покешная и кофешная,Корнер,"Площадь Восстания, Маяковская",300.0,0.0,0.0,0.0,1.0,distr_others
8780,Pinscher Coffee,Кофейня,"Озерки, Проспект Просвещения",300.0,7.0,7.8,7.2,3.0,distr_others
8782,Reve,Кофейня,"Садовая, Сенная Площадь, Спасская",250.0,0.0,0.0,0.0,1.0,distr_others
8783,Пончкофф,Кофейня,"Садовая, Сенная Площадь, Спасская",300.0,4.9,7.2,6.6,4.0,distr_others
8784,Гонконгские вафли,Кофейня,"Садовая, Сенная Площадь, Спасская",200.0,0.0,0.0,0.0,1.0,distr_others
8785,Sibaristica,Кофейня,Балтийская,300.0,0.0,0.0,0.0,2.0,distr_others
8788,Like Pizza Cut,Пиццерия,Проспект Славы,600.0,0.0,0.0,0.0,2.0,distr_others
8790,MY,Кофейня,undefined,300.0,0.0,0.0,0.0,1.0,distr_others
8791,Своя комната,Кофейня,"Садовая, Спасская, Сенная Площадь",300.0,0.0,0.0,0.0,2.0,distr_others
8794,Том Сойер,Кофейня,"Садовая, Сенная Площадь, Спасская",450.0,0.0,0.0,0.0,1.0,distr_others
8795,Schumli,Кафе,"Садовая, Спасская",400.0,0.0,0.0,0.0,3.0,distr_others
8796,Baggins,Кофейня,Комендантский Проспект,150.0,0.0,0.0,0.0,1.0,distr_others
8798,Bake Me Up,Кофейня,"Садовая, Сенная Площадь, Спасская, Адмиралтейская",250.0,0.0,0.0,0.0,2.0,distr_others
8800,Bica,Кафе,"Садовая, Сенная Площадь, Спасская",200.0,0.0,0.0,0.0,3.0,distr_others
8801,Бобры добры,Кофейня,Московские Ворота,300.0,0.0,0.0,0.0,1.0,distr_others
8802,Будем знакомы,Кофейня,Балтийская,300.0,0.0,0.0,0.0,1.0,distr_others
8804,Зерна,Кофейня,"Садовая, Спасская, Сенная Площадь",200.0,0.0,0.0,0.0,1.0,distr_others
8805,Etlon Coffee,Кофейня,Технологический Институт,350.0,7.5,7.8,8.4,4.0,distr_others
8806,Кофеварим,Кофейня,Озерки,200.0,8.2,7.5,6.9,3.0,distr_others
8809,Папарацци,Кафе,"Садовая, Сенная Площадь, Спасская",600.0,0.0,0.0,0.0,1.0,distr_others
8811,Рид,Кофейня,Спасская,250.0,0.0,0.0,0.0,1.0,distr_others
8813,FAB To Go,Кофейня,"Гостиный Двор, Невский Проспект, Спасская, Садовая, Сенная Площадь",300.0,0.0,0.0,0.0,1.0,distr_others
8814,Кофейная комната,Кофейня,Парнас,250.0,0.0,0.0,0.0,1.0,distr_others
8815,Coffee Go,Кофейня,"Садовая, Сенная Площадь, Спасская",150.0,0.0,0.0,0.0,1.0,distr_others
8817,Gran,Кофейня,"Сенная Площадь, Садовая, Спасская",300.0,8.5,8.1,9.8,7.0,distr_others
8818,Bunker,Кофейня,"Садовая, Спасская, Сенная Площадь",200.0,0.0,0.0,0.0,1.0,distr_others
8819,Kiosk 59,Кофейня,"Сенная Площадь, Спасская, Садовая",200.0,7.0,8.0,9.0,2.0,distr_others
8823,Характер кофе,Кофейня,"Садовая, Сенная Площадь, Спасская",300.0,8.5,7.6,7.9,16.0,distr_others
8825,Булочная Ф. Вольчека,Пекарня,"Садовая, Сенная Площадь, Спасская",100.0,7.3,7.1,7.7,20.0,distr_others
8827,Хлеб насущный,Кафе,"Невский Проспект, Гостиный Двор, Адмиралтейская",950.0,7.0,7.0,7.5,2.0,distr_others
8828,Фамильная выпечка,Кофейня,Комендантский Проспект,150.0,7.7,6.3,6.5,12.0,distr_others
8829,Кифлице,Пекарня,Площадь Ленина,300.0,0.0,0.0,0.0,2.0,distr_others
8830,Мой хлебный,Пекарня,Улица Дыбенко,100.0,9.0,7.6,7.4,7.0,distr_others
8833,Buns,Пекарня,Комендантский Проспект,300.0,0.0,0.0,0.0,1.0,distr_others
8834,Лавка пекаря,Пекарня,Ладожская,200.0,0.0,0.0,0.0,1.0,distr_others
8838,Лавка хлебосолов,Кулинария,"Садовая, Спасская, Сенная Площадь",250.0,0.0,0.0,0.0,1.0,distr_others
8839,Кусочек счастья,Кафе,Комендантский Проспект,300.0,10.0,8.0,10.0,3.0,distr_others
8841,Sicaffe Strudels&Coffee,Кофейня,Адмиралтейская,1100.0,7.9,7.7,7.5,25.0,distr_others
8843,Даблби,Кофейня,"Невский Проспект, Гостиный Двор, Адмиралтейская",400.0,5.7,6.8,6.4,10.0,distr_others
8846,Casa della Farina,Кондитерская,"Старая Деревня, Комендантский Проспект",300.0,0.0,0.0,0.0,3.0,distr_others
8847,Камея,Ресторан,Площадь Восстания,1000.0,0.0,0.0,0.0,2.0,distr_others
8848,Мистер Булка,Кафе,"Площадь Восстания, Чернышевская, Площадь Александра Невского",150.0,0.0,0.0,0.0,2.0,distr_others
8849,ТортоФея,Кафе,"Ленинский Проспект, Проспект Ветеранов",150.0,0.0,0.0,0.0,1.0,distr_others
8850,Baden Baden,Ресторанный комплекс,"Проспект Просвещения, Гражданский Проспект",850.0,8.5,8.4,8.0,192.0,distr_others
8851,Event Loft,Банкетный зал,"Гостиный Двор, Сенная Площадь, Спасская, Садовая",2500.0,10.0,10.0,10.0,8.0,distr_others
8853,Boston,Ресторан,"Площадь Восстания, Маяковская",2200.0,8.2,8.2,6.4,2.0,distr_others
8857,Nama,Ресторан,"Площадь Восстания, Маяковская",1300.0,8.8,10.0,8.0,7.0,distr_others
8858,Lahta Plaza,Ресторан,Беговая,1500.0,0.0,0.0,0.0,4.0,distr_others
8861,Guruli,Кафе,Площадь Мужества,700.0,0.0,0.0,0.0,1.0,distr_others
8863,Pizza Mafia,Служба доставки,Площадь Александра Невского,650.0,6.3,5.7,5.5,291.0,distr_others
8864,Provence,Банкетный зал,"Чернышевская, Маяковская, Площадь Восстания",900.0,9.3,9.1,9.3,31.0,distr_others
8865,Grebeshki,Ресторан,Площадь Ленина,1600.0,8.9,8.3,7.8,20.0,distr_others
8866,Столичный кейтеринг,Кейтеринг,Международная,1200.0,8.6,9.1,8.5,15.0,distr_others
8867,Umao,Кафе,Адмиралтейская,950.0,8.4,7.2,7.9,30.0,distr_others
8868,Interfood Catering,Кейтеринг,"Беговая, Старая Деревня",2000.0,10.0,10.0,10.0,9.0,distr_others
8869,Рада & К,Кафе,"Садовая, Сенная Площадь, Спасская",450.0,6.7,5.8,6.4,18.0,distr_others
8870,Mickey & Monkeys,Ресторан,"Садовая, Сенная Площадь, Спасская, Адмиралтейская",900.0,7.2,8.0,6.0,88.0,distr_others
8871,Мы же на ты,Ресторан,"Маяковская, Площадь Восстания",700.0,8.0,8.5,8.2,26.0,distr_others
8875,Gurmade Catering,Кейтеринг,undefined,1500.0,0.0,0.0,0.0,4.0,distr_others
8877,Tandoor & Grill,Ресторан,"Садовая, Спасская, Сенная Площадь",900.0,8.6,8.1,9.1,15.0,distr_others
8879,Тартарбар,Гастробар,"Чернышевская, Площадь Восстания",1200.0,8.3,8.2,8.4,58.0,distr_others
8881,Весенний,Банкетный зал,"Садовая, Сенная Площадь, Технологический Институт, Балтийская, Спасская",2700.0,9.6,9.9,9.6,60.0,distr_others
8883,Carte Blanche,Кейтеринг,Старая Деревня,4500.0,0.0,0.0,0.0,1.0,distr_others
8884,Шашлык Хауз,Кафе,"Площадь Восстания, Маяковская",1000.0,9.4,7.7,8.8,14.0,distr_others
8885,Сабай Sabay,Кафе,"Сенная Площадь, Спасская, Садовая",600.0,8.0,7.6,7.3,27.0,distr_others
8888,Пышечная на Большой Конюшенной,Кафе,"Невский Проспект, Адмиралтейская",70.0,9.3,8.4,8.9,16.0,distr_others
8889,Oversize,Пиццерия,"Садовая, Спасская, Сенная Площадь",600.0,9.8,8.8,8.0,6.0,distr_others
8890,Русский ампир,Ресторан,"Невский Проспект, Гостиный Двор, Адмиралтейская",3450.0,8.9,9.6,8.9,50.0,distr_others
8891,Лофт Сюзора,Банкетный зал,"Садовая, Сенная Площадь, Спасская",2500.0,9.9,10.0,10.0,8.0,distr_others
8894,Мангал №1,Кафе,"Сенная Площадь, Спасская, Садовая",700.0,0.0,0.0,0.0,7.0,distr_others
8895,Mostik Cafe,Кафе,"Садовая, Сенная Площадь, Спасская",600.0,10.0,9.7,9.9,8.0,distr_others
8896,Живи вкусно,Кулинарная студия,"Садовая, Сенная Площадь, Спасская",1800.0,9.5,9.4,9.6,23.0,distr_others
8897,Отец и Сыр,Кафе,Балтийская,600.0,9.2,8.9,9.5,5.0,distr_others
8899,Зефир,Банкетный зал,"Нарвская, Балтийская",1990.0,9.9,9.9,10.0,26.0,distr_others
8900,Lodka Seafood Oyster Bar,Ресторан,"Площадь Восстания, Маяковская",1500.0,8.5,7.4,8.0,10.0,distr_others
8901,Pasta Fresca,Кафе,"Площадь Восстания, Маяковская, Чернышевская",450.0,8.9,7.9,8.9,6.0,distr_others
8902,Тетя Аида,Ресторан,Адмиралтейская,1150.0,7.2,8.4,8.2,30.0,distr_others
8903,Salad Bar,Корнер,"Площадь Восстания, Маяковская",600.0,8.6,9.6,9.0,5.0,distr_others
8904,Пора поесть,Кейтеринг,Елизаровская,300.0,0.0,0.0,0.0,1.0,distr_others
8906,Русские традиции,Кейтеринг,Электросила,900.0,0.0,0.0,0.0,2.0,distr_others
8907,Добрый грузин,Ресторан,Комендантский Проспект,1100.0,0.0,0.0,0.0,4.0,distr_others
8908,Bruxelles,Гастробар,"Чернышевская, Маяковская, Площадь Восстания",1200.0,7.8,8.3,7.8,32.0,distr_others
8909,Лапландия,Банкетный зал,Площадь Восстания,2100.0,9.4,9.5,9.4,28.0,distr_others
8910,Graf-in,Ресторан,"Садовая, Сенная Площадь, Спасская, Адмиралтейская",1300.0,8.7,9.3,8.6,127.0,distr_others
8912,Альтера,Кейтеринг,"Бухарестская, Электросила",1200.0,0.0,0.0,0.0,1.0,distr_others
8913,Атриум-Холл,Банкетный зал,Адмиралтейская,3000.0,10.0,10.0,10.0,14.0,distr_others
8914,Суарэ,Ресторан,"Маяковская, Площадь Восстания",1100.0,8.2,8.1,8.9,20.0,distr_others
8915,Tiramisu Loft,Банкетный зал,"Адмиралтейская, Садовая, Спасская, Сенная Площадь",2500.0,9.9,9.5,8.7,12.0,distr_others
8918,Ассамблея,Банкетный зал,"Чернышевская, Ладожская, Новочеркасская",1750.0,7.5,8.5,7.5,13.0,distr_others
8919,Ирис,Ресторан,"Садовая, Сенная Площадь, Спасская",1100.0,9.6,9.3,9.8,7.0,distr_others
8920,Дом грузинского вина,Ресторан,Площадь Александра Невского,1400.0,9.3,9.2,8.8,8.0,distr_others
8923,Колесо,Ресторан,"Невский Проспект, Гостиный Двор, Адмиралтейская",1300.0,9.7,8.4,9.1,7.0,distr_others
8926,Persons,Ресторан,Технологический Институт,1500.0,8.3,9.4,8.6,8.0,distr_others
8928,Чебуречная «Салхино»,Ресторан,"Садовая, Сенная Площадь, Технологический Институт, Спасская",1000.0,8.1,7.4,6.8,74.0,distr_others
8930,Zeppelin,Банкетный зал,Технологический Институт,2500.0,9.1,9.1,8.9,10.0,distr_others
8931,Kazan-Mangal,Ресторан,Адмиралтейская,1000.0,7.2,7.7,6.4,26.0,distr_others
8933,Прана бар,Кафе,"Сенная Площадь, Садовая, Спасская",700.0,8.1,8.9,9.2,43.0,distr_others
8934,Текила-Бум,Ресторан,Проспект Просвещения,1200.0,8.7,8.2,8.2,58.0,distr_others
8936,Atlas Bistro,Ресторан,"Площадь Восстания, Маяковская",1200.0,7.0,7.4,8.9,3.0,distr_others
